标题,关键词,类别
国奥做好三点或可助开门红 团结是不容忽视优势,国奥,0
"粤媒：CAB季后赛竞争不激烈 篮协可考虑""升降级""",季后赛,0
美国高中篮球比赛出现惊人刷分 一人单场狂砍92分,美国,0
"粤媒:广东女篮或对判罚申诉 不能任由""歪风""滋长",判罚,0
刘翔纪念运动生涯巅峰时刻 两次把成绩挂上车牌,巅峰,0
篮网苦日子远未到头 未来三年乐透签将拱手相让,篮网,0
全国滑雪登山挑战赛开赛在即 百余名高手参与角逐,角逐,0
克洛普否认利物浦已谈妥帕托 盛赞温格工作出色,盛赞,0
鲁能向六国奥球员提要求 奖惩机制鼓励为国争光,鼓励,2
国奥大战前伤病来袭：刘彬彬感冒 张玉宁戴面具,伤病,0
哈德森砍下39分助辽篮赢球 抢断比山东队全队多,赢球,0
曝卡佩罗拒绝中国足协邀请 或第三度执教AC米兰,执教,0
告别鲁能赴权健 中场球员王永珀转会费超亿元,转会费,2
CBA王牌变路人：伤病阻碍陈江华 董瀚麟高开低走,伤病,0
荣耀V9将于2月21日发布 孙杨任“产品速度特使”,速度,0
苏媒：对埃雷尔森说不出再见 要走一刻诸多眷恋,cba,0
江苏女排迎来“新”时代 新阵容90后小将打天下,阵容,0
英超水土专坑名帅 穆、瓜都遇挑战,挑战,0
切尔西复苏争欧冠有戏？ 希丁克：现实来说很难,切尔西,0
媒体：申花亚冠出局创尴尬纪录 中超土豪们要小心了,尴尬,0
上海女篮杜绝球场暴力 将对史秀峰进行处罚,处罚,0
大冬会闭幕 中国代表团4金4银2铜列奖牌榜第6,闭幕,5
国足选帅高洪波期待“下半场” 自称上手会更快,期待,0
锋线失准后防失位 申花无缘亚冠正赛,申花,0
FIFA年度奖项一览：梅西劳埃德金球 恩帅获最佳,fifa,0
燕山石化炼油系统水冷器防腐蚀技术通过评定,技术,0
埃雷尔森因何打动球迷：人品出众 内心充满感恩,球迷,0
东京奥运会高尔夫球主办地为“男女平等”大伤脑筋,东京,0
闵鹿蕾避谈老马停赛问题 曾称还在申诉,停赛,0
埃雷尔森与江苏足球走到尽头 未来仍在中国找工作,江苏,5
阿尔巴尼亚主帅德比亚西被授予“意大利之星”勋章,意大利,0
CBA本溪赛区又现混乱一幕:辽宁官员扇飞记者手机,官员,0
宝刀不老加首秀进球 深圳佳兆业战胜浙江毅腾,深圳,0
足管中心副主任遭解聘诉仲裁被受理 2月2日开庭,中心,0
森林狼10天短约签自由球员斯蒂芬森,自由,2
冬窗转会中超力压英超全球第一 中甲亦高居第六,第六,0
意甲：9人米兰绝杀博洛尼亚 尤文轻取“升班马”,尤文,0
辽篮做客四川凶险异常 能否保持专注度让人担心,四川,0
阿拉维斯首进西班牙国王杯决赛,西班牙,6
法国U17主帅考察重庆校园足球：太安静 无对抗,重庆,0
“中国哨”尝到年轻化甜头 渐受青睐频繁援外,中国,5
博格巴一举动示好巴萨？ 曝皇马砸1亿英镑欲截胡,博格,0
拉姆今夏正式退役 代表拜仁出场超过500次,代表,0
世上最会拍羽毛球照片的人:深入过战地 搭档过林丹,羽毛球,0
鲁能两大将分投新豪门,大将,0
球星天团乏力 申花完败出局,球星,0
国奥相约里约需要迈过三道坎 球员不想留下遗憾,不想,2
姚明谈教育展榜样力量：让孩子的不一样发出光芒,孩子,0
南京钱宝落地成都 已完成工商注册只等足协公示,足协,0
梅西为何商业领域不得志:个性低调 非偶像型球员,梅西,2
北京队客场85比92不敌深圳队 球员赛后均未受访,客场,2
媒体谈上海两队亚冠首秀：大牌外援不万能,媒体,0
"梅西""商业帝国""显颓势：赞助商由20多家降至9家",梅西,0
一掷千金换来一场脆败 上海申花为何止步亚冠资格赛？,止步,0
"韩国田协打造归化""特种兵"" 引起国内一片反对声",归化,0
第28届世界大学生冬季运动会在阿拉木图闭幕,闭幕,0
昆明高原国际半程马拉松赛医疗志愿者培训启动,志愿者,0
武汉速度赛马公开赛再升级 打造国际一流赛事平台,武汉,0
各方谈叶琳娜遭掌击事件 徐济成:与比赛环境有关,比赛,0
鸟巢冰雪定向跑开赛 选手跑至“顶美”走廊一览其全景,开赛,0
国奥绿城小将欲用表现打动洪明甫 张玉宁成面具侠,国奥,0
王飞：不想错过奥运梦想 相信未来还有留洋机会,不想,0
内蒙古万人徒步庆元宵 倡“健康节庆”(图),万人,0
库里为NBA最难防守球员 教练：不如祈祷他失手,防守,2
布拉特：小莫并非永久掉出轮换 他仍有机会,机会,0
智美体育出售旗下篮球 或为CBA联赛商业运营权,篮球,0
詹姆斯保罗分获东西部周最佳 库里未获提名,库里,0
国足“复习”对阵卡塔尔技战术 里皮：留住晋级希望,对阵,4
苏宁宣布不与埃雷尔森续约 7年功勋外援就此告别,苏宁,0
中国首届少儿冰球大奖赛闭幕 齐齐哈尔代表队夺冠,闭幕,5
世界足球俱乐部排名：中超3支球队进前100,俱乐部,0
官方战力榜:马刺压制勇士位居榜首 湖人76人垫底,垫底,0
"大师赛丁俊晖连续5年""一轮游"" 排名跌至世界第9",一轮,0
宝武集团去年海外销售收入达479.55亿元,海外,0
马拉松需加快专业化脚步 赛事组织和服务待改进,马拉松,0
蒋效愚：中国体育产业迎来飞速发展的春天 避免一哄而上,体育产业,5
首批社会资本投资铁路示范项目发布 涉及浙江、山东等7省市,浙江,0
中国花样滑冰队出征两大赛 力争亚冬会双人滑冠军,大赛,5
网球新季前瞻：小威劈叉难再现 费德勒患上流感,费德勒,0
上海上港新赛季目标夺冠 不忘亚冠“0比5惨案”,目标,0
韦德：热火需要打出惊人表现才有机会赢勇士,热火,0
继奥运铜牌后 “一本绝技”助程训钊勇夺国际柔联大满贯金牌,铜牌,0
火箭连续11场加时获胜 追平马刺老鹰升历史第二,追平,0
葡超：里斯本竞技3：2逆转获胜 稳居葡超第三,获胜,0
"西甲半程冠军""竞""是他 马竞登顶西蒙尼功不可没",登顶,0
意甲：伊瓜因势不可挡　尤文7分领跑,尤文,0
傅博：23名球员都是主力 对卡塔尔做好相应准备,主力,2
德甲：“狼堡”逆转霍芬海姆 弗赖堡击退科隆,德甲,0
北京体育有“冰雪部队” 依托民间创新培养模式,模式,3
英超:1比1“主场龙”阻击“领头羊”,主场,0
江苏省委书记谈县乡人大工作：基层代表要多发声,代表,0
虽失点球良机 马竞仍演逆转,点球,0
卡塔尔不屑孱弱国奥 伊朗叙利亚才是其真正对手,国奥,0
掘金和开拓者互换中锋,cba,0
"篮球女将""放开打"":川浙群殴 女版""奥本山""惊动科比",篮球,0
国际象棋女子世界锦标赛;中国三员战将开门红,开门红,5
李岩:一辈子都记得广州的好 07年冲超成功最难忘,成功,0
英超：切尔西战平伯恩利 莱斯特城逼近降级区,战平,0
新疆男篮试训内特-罗宾逊 主帅证实正接触外援,新疆,0
斯诺克世界大奖赛：傅家俊无缘决赛,大奖赛,6
"粤媒给新疆男篮出主意：小外援""签而不换""是上策",新疆,0
中国男柔里约铜牌得主程训钊首夺大满贯冠军,铜牌,5
丁俊晖解冻遥遥无期 茫然称不知道为什么输球,输球,0
外媒：韦世豪将租借加盟上海上港,租借,0
"""精英军团""誓取开门红 卡塔尔主帅：必须胜中国",军团,5
西甲：马竞主场逆转塞尔塔 塞维利亚稳坐第三,第三,0
NBA“毒瘤”：劳森酒驾被禁赛 约翰逊高薪低能,禁赛,0
法甲：巴神缺阵尼斯战平雷恩 圣埃蒂安取胜逼近前四,战平,0
卡利尼奇拒绝权健邀请 权健主帅卡纳瓦罗未放弃,放弃,0
"约旦王子""拉拢""中国：未来举办世界杯""毫无疑问""",举办,5
三月战役在即 里皮为国足找新人,国足,0
"富力无限接近""新哈默德"" 布鲁尼尼奥被称""小浩克""",接近,0
五大联赛半程冠军能否问鼎？ 意西英演群雄乱战,冠军,0
安哥拉发生球场踩踏事件 为何球场悲剧总在非洲？,球场,0
"国奥誓摘""史上最弱""帽子 廖力生徐新受傅博信任",国奥,0
马布里大腿拉伤仅得4分 能否率北京队再入CBA季后赛受关注,关注,0
柯洁：希望对韩棋手形成压制 未来只能做实力派,希望,0
北京男篮主场84比98完败辽宁队 跌至第九,主场,3
格里兹曼发扬马竞神锋传统 球队登榜首他居功至伟,传统,0
巴萨大胜反“闹心” 球员重伤球迷遭袭,大胜,2
北京冰雪运动上道：将联合社会力量组建冰雪队伍,冰雪,3
广东客场108：93轻取浙江 取得四连胜,轻取,0
篮协重罚：球员董事长被禁赛 同曦认罚,禁赛,2
克里梅茨租借国安 高层：他和爱人非常喜欢北京,喜欢,3
广厦主场有惊无险击败深圳 林志杰投关键三分球,广厦,0
国安错过申请最后期限 赛季中足协严禁股权变更,足协,0
青岛双星102：110不敌新疆广汇 周琦全面暴发,青岛,0
周琦鼻梁骨折戴面具出战 不确定是否参加全明星,全明星,0
鲁能外援尤西雷被租借至巴甲 租期为一年,租借,0
北京市冬季运动管理中心成立 十余冰雪队将组建,北京市,0
NBA：杜兰特首回归俄城　勇士大比分击败雷霆,雷霆,0
2016斯诺克大师赛丁俊晖一轮游 连续5年未过首轮,一轮,0
马来西亚高尔夫锦标赛落幕　李昊桐并列第五,第五,0
"黑白世界亟需柯洁添彩 围甲举办16年还是""冷门""",举办,0
湖南选拔优秀足球少年赴西班牙深造,选拔,0
试管婴儿参加奥运？ 澳洲3岁肌肉男童能跑4公里,公里,0
93岁老翁参加奥运会乒乓球选拔赛 自称身体很好,乒乓球,0
传郎平本周将举行婚礼 主持人是央视名嘴张斌,郎平,0
葡萄牙球星卡瓦略加盟上海上港足球俱乐部,球星,0
戴利自曝已向男友求婚细节 将戒指盒藏在内裤里,细节,0
中国画家范扬应邀将在洛桑奥林匹克博物馆举办体育画展,奥林匹克,5
“营改增”今年将全面收官 企业减税费料超五千亿,收官,0
国奥出征奥预赛 足协不提目标要求队员放手一搏,国奥,0
WCBA上海队员史秀峰停赛5场 俱乐部被罚3000元,停赛,0
奥巴梅扬射失点球 多特上演“捉放曹”,多特,0
国奥队客场享受天时地利 傅博亲情带队主抓团结,享受,0
陕西省首家青少年女子足球训练基地挂牌,青少年,0
恩里克获得年度最佳男队教练 美国女足主帅获奖,年度,0
第十三届全运会筹办顺利 新建比赛场馆4月底前竣工,顺利,0
2015年FIFA最佳阵容：西甲占八席 英超无人入选,fifa,0
连饮四弹耻辱纪录 大巴黎大胜巴萨,耻辱,0
劳埃德当选世界足球小姐 世界杯决赛演帽子戏法,当选,6
世界规模最大业余环球航海赛事将登陆三亚,业余,0
梅西力压C罗内马尔荣膺金球奖 五度得奖创纪录(图),创纪录,0
国安队热身赛不敌劲旅基辅,热身赛,0
欧冠1/8决赛首回合：巴萨最惨一败,欧冠,6
斯诺克威尔士公开赛丁俊晖又“一轮游”,威尔士,0
高拉特：“中国足球进步不只靠钱”,足球,5
首钢女篮主场91比77轻取新疆队 拿下赛点,拿下,0
河北将建足球主题旅游景区 让150万学生喜欢踢足球,喜欢,0
北京冰雪体育产业规划将出台 滑雪指导员开启技能挑战,体育产业,3
世界综合格斗联盟冠军赛揭幕战：中国选手赢下五场比赛,揭幕战,5
足协：俱乐部若报不齐4名U23球员 剥夺联赛资格,资格,2
南京3月办国际山地马拉松 江苏马拉松将逐步整合,马拉松,0
篮协再批“黑恶势力说” 张雄：不希望恶意抹黑,希望,0
四队拼抢季后赛资格 YY LIVE直播京川苏鲁决战CBA,资格,0
中国青少年足球教育顶级俱乐部助力 盼中西合璧,助力,5
奇迹需要“水到渠成” 球迷只盼国足驱“韩”,奇迹,0
全运会筹备工作展开 22个新场馆及全运村开工,全运会,0
联赛办：周琦动作不如翟晓川严重,周琦,0
排管中心换“掌门” 郎平续约会生变数吗？,中心,0
昔日功勋巴力斯塔重返济南 谈鲁能忆起许多队友,昔日,0
2017中国汽车场地越野锦标赛首站多伦 重返冰雪赛道,赛道,5
澳网：费德勒全场耗时75分钟 仅丢5局横扫过关,费德勒,0
澳网：莎拉波娃连拿七局 横扫日本小将晋级次轮,澳网,4
CBA联赛办就江苏德比闹剧开通气会：建准入退出机制,德比,0
外媒曝世界网坛假球泛滥 ATP官员否认坐视不理,官员,0
中国队将参加亚冬会全部64个小项比赛 重在练兵,参加,0
福建男排3:1逆转击败山东队 用胜利结束赛季征程,福建,0
黑龙江发挥“冰雪+边境”优势开展中俄青少年雪地足球赛,优势,0
酒肉搭配绝不能将就，得这样搭,cba,0
薛长锐刷新撑竿跳高全国纪录 奥运冲奖牌不是梦,奖牌,0
中式台球世锦赛纳入国际赛事体系 近400名世界名将参赛,台球,6
四川男排16年后重返联赛四强 想崛起还需要底气,四川,0
法甲希望重登央视五套 将为中国球迷调整开球时间,法甲,5
国奥末战没理由放弃 傅博：要对得起身上的球衣,国奥,0
CBA俱乐部成立中职篮公司：不是与篮协分庭抗礼,成立,0
澳网小威膝伤初愈首战告捷 表态今年要卷土重来,澳网,0
"国奥准备""荣誉之战"" 傅博：对得起支持我们的人",之战,0
巴尔克斯恐难回巴西 泰达亿利队新外援依然神秘,外援,0
粤超级杯七人足球赛云浮赛区启动 容志行出席授牌,出席,0
习近平十谈亚投行：从提议到开业，全记录！,cba,0
泰达亿利队结束“魔鬼训练” 德帅开启考察模式,模式,0
欧冠1/8决赛：拜仁5比1胜阿森纳 皇马击败那不勒斯,阿森纳,6
"北汽男排胜上海以首位收官 ""超级替补""王琛露面",首位,0
皇马上演大逆转 主场3比1战胜那不勒斯,上演,0
全明星赛孙悦方硕失冠军 翟晓川进正赛打出激情,激情,0
斯科拉里：四冠王很难，但会努力,努力,0
梅西展示荣誉享王者待遇 苏神戴帽满意自己表现,满意,0
CBA北京队客场爆冷击败上海队 夺回晋级主动权,客场,4
建业“红人”毕津浩加盟申花 曝身价超6000万元,万元,0
马布里砍下34分掀翻领头羊 保住北京队季后赛生机,季后赛,0
"单板滑雪公开赛落幕 ""中国第一人""盼奥运更盼职业",单板,5
百视通与布鲁克林篮网队在纽约宣布加深合作,合作,0
习近平治国理政关键词：两个一百年 引领前行的时代号召,两个,0
国安明天宣布与乐视合作：新教练确定 外援亮相,合作,0
武汉卓尔再签两名内援 李智超与魏照坤加盟,武汉,0
国安2016赛季年票开售 比赛场次减少套票却上涨,国安,0
